search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
108.22128820000216,0.7976996745566373,0.022562967577933097,0.7986906779269546,0.02250566464953157,0.8008704061895552,0.026599651197723576,0.7977304341704123,0.022615092726616427,0.7968520759707429,0.02396387844084129,0.00023786162400023784,26,1159,580,0.7837259100642399,0.7839572192513369,0.7770700636942676,0.7904967602591793,0.7840195665702676
