search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
219.68290639999032,0.7892457581480723,0.0243527103535469,0.7890260164002771,0.025236710563925863,0.788243251459144,0.03280271851182916,0.791766804403738,0.025148030514375,0.7903884522306797,0.02517124234586085,0.00018878667106170014,25,1405,703,0.7844357976653696,0.7842679127725857,0.7813953488372093,0.7875,0.784277950310559
