search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,n_estimators,depth_mean,depth_std,node_mean,node_std,leaf_mean,leaf_std,f1,accuracy,precision,recall,roc_auc
2465.468851400001,0.8334596218171889,0.017549901687652886,0.83316009195593,0.018409986013926,0.8318230179961088,0.02908444760541202,0.9135329866368151,0.01477006753621634,0.8351945130667989,0.0201496234553356,1e-05,99,25.616161616161616,2.4810679954653883,1844.5151515151515,55.758563891112416,922.7575757575758,27.879281945556208,0.8382687927107062,0.8341121495327103,0.8153618906942393,0.8625,0.8342003105590063
