search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,depth_mean,depth_std,node_mean,node_std,leaf_mean,leaf_std,f1,accuracy,precision,recall,roc_auc
1711.757773700001,0.833816719473556,0.01974431071801126,0.8316529529890484,0.020484661550956827,0.8195044942541813,0.025581247501501037,0.9142053557287093,0.014232375876407348,0.8444811780658966,0.02077017623034822,23.016,2.2261500398670346,1286.756,38.379184427672946,643.878,19.189592213836473,0.8061002178649237,0.8096256684491978,0.8131868131868132,0.7991360691144709,0.8095256616758796
