,lat,lng,publand,robbery,urban_proj,monitor,idle,school,park,mrt,rob,DistanceType1_School,DistanceType2_School,DistanceType1_Park,DistanceType2_Park,DistanceType1_MRT,DistanceType2_MRT,DistanceType1_ROB,DistanceType2_ROB,MonitorType1,MonitorType2,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8
0,25.0355015,121.5636883,5953425.420000001,1,1120.77,1012,282.6,0.1283421106122417,0.1316340272094131,0.16537087317248908,1.8509848529363717,True,True,True,True,True,True,True,False,False,False,0.0027938067667002,7,3,0.21267350549707198,0.0009881422924901185,5882.831442687748,22.33069825657978,False
