search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
246.3278620000001,0.7884694442548221,0.022866752218220356,0.7891143999920653,0.022454232733318376,0.7909685068093386,0.02746614877679012,0.7886144543255765,0.023058582257901028,0.7878481166623198,0.026161662310534548,26,1613,807,0.7838258164852254,0.7834890965732088,0.7801857585139319,0.7875,0.783501552795031
