address,lat,lng,district,publand,robbery,urban_proj,monitor,idle,school,park,mrt,rob,output,STD_publand,STD_robbery,STD_urban_proj,STD_monitor ,STD_idle,DistanceType1_School,DistanceType1_Park,DistanceType1_MRT,DistanceType1_ROB,DistanceType2_School,DistanceType2_Park,DistanceType2_MRT,DistanceType2_ROB,MonitorType1,MonitorType2,Feature1 ,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8
台灣省臺北市南港區忠孝東路23號,25.0462761,121.5832294,南港區,9032463.69,0,2184.24,738,0,0.240855506,0.03571983283,0.06611872399,0.949962798,0,-0.4354488204,-1.206210963,-0.2645182452,-1.823254834,-0.963293887,1,1,1,1,0,1,1,1,0,0,0.0005688404353,7,2,0.3426940628,0.001287212463,12239.11069,23.70535894,0
台灣省臺北市文山區景美街1號,24.9940688,121.5417734,文山區,15745617.73,1,3150.9,1350,943.56,0.1914165514,0.2018991904,0.08669425025,0.4446619456,0,0.1594396043,-0.8006438631,0.1754780805,0.04715235683,1.542073942,1,1,1,1,1,1,1,1,0,1,0.003350459404,8,3,0.240004996,0.0003293792189,11663.42054,24.27161609,1
台灣省臺北市大同區延平北路15號,25.0482803,121.5114967,大同區,2253601.36,6,568.15,868,0,0.4007327506,0.03690680325,0.1859297583,0.475486748,0,-1.036160008,1.227191637,-1.000116762,-1.425946117,-0.963293887,0,1,1,1,0,1,1,1,0,0,0.002749857392,6,2,0.08908133031,0.0005477957926,2596.314931,20.97042557,1
台灣省臺北市北投區新興路28號,25.1412304,121.4891443,北投區,32634930.67,3,5682.16,1300,379.25,0.2460420364,0.07823292606,0.6266288784,1.058323601,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,0,1,1,1,0,0,0.01206172139,7,2,0.2377259602,0.0008140950777,25103.79282,25.87690477,0
台灣省臺北市中山區民生東路24號,25.0577098,121.5390514,中山區,7723327.91,4,1368.209961,1440,1361.68,0.1991339133,0.1032230004,0.6372752076,0.6264705631,0,-0.5514583321,0.4160574372,-0.6359520676,0.3222122379,2.652278271,1,1,1,1,1,1,0,1,0,1,0.01309931936,7,2,0.1879264243,0.0004350490022,5363.42216,17.73615688,0
台灣省臺北市大安區安東街24號,25.0443798,121.5423968,大安區,7146045.27,1,1136.14,1851,139.95,0.1005991622,0.09719746568,0.2332866083,1.704065585,0,-0.6026144293,-0.8006438631,-0.7415837583,1.578319028,-0.5916945953,1,1,1,1,1,1,1,0,1,1,0.002281072634,7,3,0.2155416181,0.0009206189008,3860.64034,22.68600766,1
台灣省臺北市中正區凱達格蘭大道28號,25.039611,121.5154159,中正區,4852832.46,4,760.71,1869,368.2,0.1337403805,0.1074197527,0.1107506327,0.9744964701,0,-0.8058282611,0.4160574372,-0.9124688892,1.633331004,0.01436141284,1,1,1,1,1,1,1,1,1,1,0.001591083304,8,3,0.07038215317,0.0005213999305,2596.486067,21.36763512,1
台灣省臺北市士林區士東路34號,25.1118047,121.5273415,士林區,28233710.05,2,6236.82,1480,457.06,0.07299069199,0.1849663617,1.019878477,2.074755183,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,1,1,1,1,1,0,0,0,1,0.01376919853,6,2,0.4259451768,0.00140186161,19076.83111,25.81814465,0
台灣省臺北市士林區忠義街14號,25.105469,121.5298219,士林區,28233710.05,2,6236.82,1480,457.06,0.0224888622,0.1102207915,0.9272785058,1.982200416,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,1,1,1,1,1,0,0,0,1,0.002298482501,6,2,0.3533293865,0.001339324606,19076.83111,25.81814465,0
台灣省臺北市北投區西安街2號,25.1131193,121.516047,北投區,32634930.67,3,5682.16,1300,379.25,0.203753582,0.2082266159,0.04564041656,1.469386311,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,1,1,1,0,0,0,0.00193638225,7,3,0.1144051536,0.001130297163,25103.79282,25.87690477,1
台灣省臺北市信義區中坡北路16號,25.044811,121.581521,信義區,5953425.42,1,1120.77,1012,282.6,0.2133064219,0.05932486951,0.03500665901,0.6745864525,0,-0.7082988422,-0.8006438631,-0.7485797482,-0.9858503075,-0.2129261854,1,1,1,1,1,1,1,1,0,0,0.0004429874131,8,3,0.1538189752,0.0006665874037,5882.831443,22.33069826,1
台灣省臺北市文山區政大二街23號,24.9862924,121.5841902,文山區,15745617.73,1,3150.9,1350,943.56,0.2517092248,0.2391825332,1.172029126,4.310327859,0,0.1594396043,-0.8006438631,0.1754780805,0.04715235683,1.542073942,1,1,1,0,0,0,0,0,0,1,0.07056136892,3,0,0.8314604418,0.003192835451,11663.42054,24.27161609,0
台灣省臺北市大安區麗水街15號,25.0271006,121.5278335,大安區,7146045.27,1,1136.14,1851,139.95,0.06691757553,0.06376137332,0.3461450015,0.7244788858,0,-0.6026144293,-0.8006438631,-0.7415837583,1.578319028,-0.5916945953,1,1,1,1,1,1,1,1,1,1,0.00147691644,8,3,0.2384119752,0.0003913986417,3860.64034,22.68600766,1
台灣省臺北市松山區光復北路26號,25.0491976,121.5576069,松山區,4973385.2,0,928.78,1129,97.8,0.1068830362,0.3714524589,0.4919871803,2.310959395,0,-0.7951454391,-1.206210963,-0.8359681728,-0.6282724622,-0.7036124956,1,1,1,1,1,0,1,0,0,0,0.01953285861,6,2,0.9703226755,0.002046908233,4405.124181,22.14221702,0
台灣省臺北市大同區太原路14號,25.0497254,121.514934,大同區,2253601.36,6,568.15,868,0,0.4185149019,0.2098515787,0.318638971,0.4400170315,0,-1.036160008,1.227191637,-1.000116762,-1.425946117,-0.963293887,0,1,1,1,0,1,1,1,0,0,0.02798479038,6,2,0.1352864931,0.000506932064,2596.314931,20.97042557,1
台灣省臺北市中正區武昌街34號,25.0440051,121.5119892,中正區,4852832.46,4,760.71,1869,368.2,0.4279885087,0.2664221285,0.4181704072,0.7788204461,0,-0.8058282611,0.4160574372,-0.9124688892,1.633331004,0.01436141284,0,1,1,1,0,0,1,1,1,1,0.04768213554,5,1,0.2225162089,0.0004167043585,2596.486067,21.36763512,0
