C,kernel,target,f1,precision,recall,auc,accuracy,search_time
71968.56730011528,rbf,bicycle,0.7433628318584071,0.6494845360824743,0.8689655172413793,0.7031902416138869,0.702054794520548,1054.620387300005
138949.5494373139,rbf,home,0.7504786215698789,0.7480916030534351,0.7528809218950064,0.756294829879542,0.756386292834891,3236.237364200002
