search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,n_estimators,depth_mean,depth_std,node_mean,node_std,leaf_mean,leaf_std,f1,accuracy,precision,recall,roc_auc
2393.0075311,0.8322888934398252,0.017827951371845063,0.8322197797900337,0.01788372715526459,0.8314384727626459,0.023721738386198846,0.9150318826978834,0.01383402356814664,0.8334469297633064,0.02089211133459912,4.641588833612782e-05,385,25.976623376623376,2.7955389371396566,1842.0337662337663,47.405642741529846,921.5168831168832,23.702821370764923,0.8400000000000001,0.838006230529595,0.8272727272727273,0.853125,0.8380531832298136
