search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,n_estimators,depth_mean,depth_std,node_mean,node_std,leaf_mean,leaf_std,f1,accuracy,precision,recall,roc_auc
1702.0181216,0.8351579188828835,0.02030903065818744,0.8334653464949773,0.02118929826072959,0.8237711912618046,0.027961916020291938,0.9128888587328637,0.01434552770695592,0.8437794321581329,0.02057790481071315,7.742636826811278e-05,195,22.83076923076923,2.4299576704294448,1289.8410256410257,35.91200583440898,645.4205128205128,17.95600291720449,0.8051948051948052,0.8074866310160428,0.806941431670282,0.8034557235421166,0.8074482007541091
