school,park,mrt,rob,publand,robbery,urban_proj,monitor,idle,DistanceType1_School,DistanceType1_Park,DistanceType1_MRT,DistanceType1_ROB,DistanceType2_School,DistanceType2_Park,DistanceType2_MRT,DistanceType2_ROB,MonitorType1,MonitorType2,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,output
0.06973372279034953,0.2563617340943698,0.4585066694353923,1.8253222000110645,7146045.270000001,1,1136.14,1851,139.95,True,True,True,True,True,True,True,False,True,True,0.008196750368454351,7,3,0.3923010631600558,0.0005402485143165856,3860.6403403565646,22.68600765500187,False,1
0.12456140186026132,0.35374157810205237,0.4093794208812645,2.2411666980054306,7146045.270000001,1,1136.14,1851,139.95,True,True,True,True,True,False,True,False,True,True,0.018038299918005124,6,2,0.4438412004217891,0.0005402485143165856,3860.6403403565646,22.68600765500187,False,1
0.09358312075657786,0.3050339874728606,1.2696659060218982,1.1081718383405526,3740889.2300000014,9,885.22,1009,0.0,True,True,True,True,True,False,False,True,False,False,0.03624392419780535,6,1,0.16682830142513366,0.008919722497522299,3707.5215361744313,21.92067010484767,False,1
0.7407802334671095,0.25927500962881367,0.005562924181825628,0.9441970653271236,32634930.67000008,3,5682.16,1300,379.25,False,True,True,True,False,True,True,True,False,False,0.001068447495365525,6,2,0.25140454181943717,0.002307692307692308,25103.792823076983,25.87690477111045,True,1
0.06979278950870835,0.22495910888141862,0.801061087738612,2.8679957925574118,4973385.200000002,0,928.78,1129,97.8,True,True,True,True,True,True,False,False,False,False,0.012577078620606138,6,2,1.095812986128739,0.0,4405.124180690878,22.14221702014896,False,1
0.1926603734408656,0.23569677619186455,0.17954830217231849,1.93337100158384,9032463.689999992,0,2184.24,738,0.0,True,True,True,True,True,True,True,False,False,False,0.008153185865188503,7,3,0.6079054518050486,0.0,12239.1106910569,23.705358943005024,False,1
0.14006006700230308,0.2874180139148136,0.2748868285726429,1.448930117393776,32634930.67000008,3,5682.16,1300,379.25,True,True,True,True,True,True,True,True,False,False,0.011065785424015425,8,3,0.1755912273724399,0.002307692307692308,25103.792823076983,25.87690477111045,True,1
0.12113907815707278,0.21638529501346168,0.11552989649239401,1.115144784074289,11254761.589999998,1,3157.87,1370,0.0,True,True,True,True,True,True,True,True,False,True,0.0030283522697597386,8,3,0.22652713483146425,0.00072992700729927,8215.154445255474,24.29395487818688,True,1
0.0786832567473019,0.16449579517746304,0.0924698905045253,1.3934544055614648,11254761.589999998,1,3157.87,1370,0.0,True,True,True,True,True,True,True,True,False,True,0.0011968437927828838,8,3,0.1678244712146451,0.00072992700729927,8215.154445255474,24.29395487818688,True,1
0.13731806286284567,0.33055926284620857,1.196795651985884,2.9564208984719955,4973385.200000002,0,928.78,1129,97.8,True,True,True,True,True,False,False,False,False,False,0.05432465817405765,5,1,1.6646729776949383,0.0,4405.124180690878,22.14221702014896,False,1
0.26541364776490295,0.29254167121927277,0.6443892334658713,0.37510114185328053,3740889.2300000014,9,885.22,1009,0.0,True,True,True,True,True,False,True,True,False,False,0.05003331339862971,7,2,0.12023445524500471,0.008919722497522299,3707.5215361744313,21.92067010484767,False,1
0.08575207238622949,0.026868688219973885,0.8599875748465564,3.647726332892386,9032463.689999992,0,2184.24,738,0.0,True,True,True,False,True,True,False,False,False,False,0.0019814506714381916,5,2,0.9726083354527598,0.0,12239.1106910569,23.705358943005024,False,1
0.08575207238622949,0.026868688219973885,0.8599875748465564,3.647726332892386,9032463.689999992,0,2184.24,738,0.0,True,True,True,False,True,True,False,False,False,False,0.0019814506714381916,5,2,0.9726083354527598,0.0,12239.1106910569,23.705358943005024,False,1
0.08575207238622949,0.026868688219973885,0.8599875748465564,3.647726332892386,9032463.689999992,0,2184.24,738,0.0,True,True,True,False,True,True,False,False,False,False,0.0019814506714381916,5,2,0.9726083354527598,0.0,12239.1106910569,23.705358943005024,False,1
0.08575207238622949,0.026868688219973885,0.8599875748465564,3.647726332892386,9032463.689999992,0,2184.24,738,0.0,True,True,True,False,True,True,False,False,False,False,0.0019814506714381916,5,2,0.9726083354527598,0.0,12239.1106910569,23.705358943005024,False,1
0.08575207238622949,0.026868688219973885,0.8599875748465564,3.647726332892386,9032463.689999992,0,2184.24,738,0.0,True,True,True,False,True,True,False,False,False,False,0.0019814506714381916,5,2,0.9726083354527598,0.0,12239.1106910569,23.705358943005024,False,1
0.037359925778564236,0.4052686849646623,1.5404684120219245,1.8174258417045512,3740889.2300000014,9,885.22,1009,0.0,True,True,True,True,True,False,False,False,False,False,0.023323936442094892,5,1,0.1983097022765151,0.008919722497522299,3707.5215361744313,21.92067010484767,False,1
0.14006006700230308,0.2874180139148136,0.2748868285726429,1.448930117393776,32634930.67000008,3,5682.16,1300,379.25,True,True,True,True,True,True,True,True,False,False,0.011065785424015425,8,3,0.1755912273724399,0.002307692307692308,25103.792823076983,25.87690477111045,True,1
0.3072720656760288,0.3072197009460551,0.2131783763128677,1.342717597505542,4852832.460000001,4,760.71,1869,368.2,True,True,True,True,False,False,True,True,True,True,0.020124045572517336,6,1,0.16553402858699034,0.002140181915462814,2596.4860674157308,21.36763511942086,False,1
0.12574254316092426,0.35256176267777967,0.962266565259128,1.6313644725538374,5953425.420000001,1,1120.77,1012,282.6,True,True,True,True,True,False,False,True,False,False,0.042659213553749444,6,1,0.720285435548916,0.0009881422924901185,5882.831442687748,22.33069825657978,False,1
