search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
111.42043319999357,0.7963591919829107,0.01847558651357202,0.796653180257873,0.018719540958711745,0.7960575719649563,0.022564687704547837,0.7984955264720888,0.018826889490541267,0.7975187939945279,0.020176341535871112,0.00027211450144283957,26,979,490,0.7806451612903226,0.7818181818181819,0.7773019271948608,0.7840172786177105,0.7818391477834317
