search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
224.81420829999843,0.791391524639528,0.023935665698497227,0.7911439970050831,0.024995081730251428,0.7901887767509728,0.0317881019628482,0.7913571446482914,0.02427985596756344,0.7926165056790078,0.025239367302756267,0.0001558239189715621,26,1675,838,0.7888198757763976,0.7881619937694704,0.7839506172839507,0.79375,0.7881793478260869
