search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
106.60997360000329,0.7979684879069834,0.025252343221925877,0.7985270709204244,0.0256332787885867,0.7992775059733759,0.03244205720605571,0.7981094307512254,0.025364120971510484,0.7983957696079701,0.027904851395539998,0.0002452947997502453,26,1151,576,0.7847295864262991,0.7828877005347593,0.7708333333333334,0.7991360691144709,0.7830426108284219
