search_time,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,ccp_alpha,depth,node,leaf,f1,accuracy,precision,recall,roc_auc
223.11262780000106,0.7884667895419483,0.023686357800124548,0.7885665578278852,0.024549091629900537,0.7890199416342413,0.032471757030183124,0.7914717937866205,0.02486843175916037,0.7886732059554333,0.023894968220477528,0.0001872883641485123,25,1447,724,0.7878787878787881,0.7873831775700935,0.7836166924265843,0.7921875,0.7873980978260869
